spoonacular_recipe_id,title,instructions,servings,ready_in_minutes,image_url,created_at,updated_at
642372,Elk Sirloin Tacos With Pickled Jalapeños,"In a small bowl add all spices and blend together. Place sirloin cuts on a cutting board and season with dry rub on both sides. If you have time, I recommend letting the meat sit and marinade at room temperature before cooking. I often suggest 30 minutes.
Put the meat to the side and begin chopping up all of your taco ingredients: onions, tomatoes and pickled jalapeo peppers. Mash guacamole in a small bowl adding a splash of lime juice, garlic powder and salt.
Cook your taco shells after your taco condiments are ready and set aside in a 250 degree oven to keep warm. Top shells with a bit of cheese while in the oven.
Be sure before putting the meat on the grille that you get your cast iron grill good and hot. Place meat on grill and cook for 3-4 minutes turning diagonally and cooking for another 3-4 minutes before turning over and cooking on the other side. This will give you great criss-cross grill marks.
Remove meat immediately and let rest for a few minutes before slicing in 1/4 inch slices across the grain.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/642372.jpg,2026-03-14 23:16:55.116656+00,2026-03-14 23:16:55.246+00
642468,Ethiopian Lentil Curry,"<ol><li>In a large pot heat oil over medium heat. Add onions and saut until translucent. Add minced garlic and continue to saut for another minute.</li><li>Combine cauliflower, peas and lentils in the pot, sprinkle with amchar massala and massala molida and saut for 5 minutes.</li><li>Pour crushed tomatoes and tomato paste into the pot and stir to combine. Add about two cups of water and bring curry to a boil.</li><li>Reduce heat, cover, and simmer on low until lentils are tender; about an hour.</li><li>Mix in plain yogurt and serve immediately.</li></ol>",6,75,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/642468.jpg,2026-03-14 23:08:41.43374+00,2026-03-14 23:08:41.584+00
642539,Falafel Burger,"Pat the chickpeas dry with a paper towel and throw them into a food processor along with the garlic.
Puree until smooth.
Using your clean hands incorporate tahini, sriracha, parsley and onion into the chickpea mixture.
Form mixture into four patties and set aside.
Heat peanut oil in a large skillet over medium heat.
Once the oil begins to shimmer add the patties and cook for three minutes per side or until golden brown.
Remove from and place in a hamburger bun.
Top each burger with 2 slices of tomato, 2 slices of cucumber and a dollop of tzatziki.
Serve immediately.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/642539.png,2026-03-14 23:11:00.603324+00,2026-03-14 23:11:00.76+00
642585,"Farfalle with fresh tomatoes, basil and mozzarella","<ol><li>Boil a large pot of salted water and cook the pasta according to the package directions. When done drain, place back in the cooking pan and add the butter.</li><li>In a large skillet saut the tomatoes with the olive oil, 5 minutes. Remove from the heat and add the basil.</li><li>In a large bowl add the pasta, the tomatoes and mix well. Add the mozzarella and give it a last light folding.</li><li>Serve immediately</li></ol>",4,15,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/642585.jpg,2026-03-14 23:19:15.485788+00,2026-03-14 23:19:15.63+00
642594,"Farfalle with Shrimps, Tomatoes Basil Sauce","<ol><li>Bring a large pot of salted water to a boil and cook the pasta to al dente.</li><li>Meanwhile in a large frying pan, melt the butter and add the tomatoes. Saut over medium high heat for about 1 minute.</li><li>Add the cleaned shrimps and cook until light pink.</li><li>Add salt and pepper to taste.</li><li>Add the basil and stir lightly.</li><li>When the pasta is ready add it to the large skillet with the tomatoes and shrimps. Add the butter and mix well.</li><li>Serve immediately nice and hot.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/642594.jpg,2026-03-14 22:23:44.310985+00,2026-03-14 22:23:44.408+00
642695,Feta Stuffed Burgers,"<ol><li>Season meat with black pepper.</li><li>Shape meat into 8 thin patties. Top 4 patties each with 1/4 of the feta cheese. Top those patties with remaining patties; pinch edges together to seal.</li><li>Place on grill over medium coals. Grill 7 to 9 minutes on each side or until cooked through (160 degrees). Serve patties in rolls with your favorite toppings - we recommend sliced red onion, fresh spinach, and tomato slices.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/642695.jpg,2026-03-14 22:24:26.060253+00,2026-03-14 22:24:26.163+00
642977,Fish Pie With Fresh and Smoked Salmon,"<ol><li>Peel potatoes and cut into chunks</li><li>Cook in boiling, salted water until tender, app. 15 minutes</li><li>Drain potatoes, add butter, horseradish and 2 tbs milk to potatoes, mash, adding a bit more milk if needed</li><li>Put fresh salmon in a medium skillet, add water to almost cover, lemon juice, bay leaf and peppercorns.  Cover and poach until done, 12 - 15 minutes. It should be opaque and flake easily with a fork.</li><li>Remove salmon and cut into large chunks</li><li>Roughly chop the smoked salmon</li><li>Saut onion in oil until tender</li><li>Add cabbage and saut, stirring 2 - 3 minutes.</li><li>Add white wine, chicken stock, herbs, cover and simmer 10 minutes</li><li>Dissolve cornstarch in water and add to cabbage, stirring until thickened</li><li>Remove from heat and add yogurt and stir well to combine.</li><li>Add both salmons to cabbage and stir gently.</li><li>Spoon into a baking dish</li><li>Top with potatoes</li><li>Bake, 400F (200C) for 15 minutes or until the top starts to brown.</li></ol>",2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/642977.jpg,2026-03-14 23:17:02.4128+00,2026-03-14 23:17:02.544+00
643150,Fluffy frittata with spinach,"<ol><li>In a medium oven-proof skillet heat the olive oil, add the garlic and cook until softened.</li><li>In a glass or metal bowl, beat the egg whites until stiff peaks form. In another bowl, beat the egg yolks and stir in the spinach and ricotta cheese; season with the salt, pepper and nutmeg. Fold in the egg whites.</li><li>Pour the mixture into the hot skillet and cook over medium heat until just set around the edges, about 2 minutes.</li><li>Transfer the frittata to the oven and bake at 200C until golden and fluffy, about 15 minutes.</li><li>Sprinkle the parmesan all over the top and bake for 2 minutes.</li><li>Cut into wedges and serve immediately.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/643150.jpg,2026-03-14 23:15:54.42297+00,2026-03-14 23:15:54.574+00
643175,"Focaccia with Tomato, Green Onion and Garlic","<ol><li>Note: You can use a standing mixer with a dough hook to mix the dough, but we made our bread the old-fashioned way, kneading it with our hands.</li><li>Combine the yeast with warm water (this is referred to as proofing the yeast) in a small bowl along with the sugar. Gently stir the mixture to dissolve everything. Allow the yeast to stand for about 3 minutes until it gets a bit foamy.</li><li>Add the flour to a large bowl and make a well in the center of it.</li><li>In a small bowl, dissolve the salt in a few tablespoons of water, and add it to the flour along with the yeast mixture. Next add the olive oil to the mixture.</li><li>With your hands and a spatula to scrape down the bowl, mix everything together to form the dough. Punch down and knead the dough, turning it as you go, for at least 10 minutes or until the dough is smooth, soft and pliable. Add a bit of flour to the dough as needed. Form the dough into a round ball.</li><li>Add some olive oil to your hands and smooth it over the dough ball to coat it and leave it in the bowl. Cover the bowl with a thick towel and place the bowl in a warm spot to let the dough rise to double its size (about 45 minutes to an hour).</li><li>Coat a baking sheet (with sides) with olive oil and sprinkle a few tablespoons of cornmeal over the entire pan. Set aside.</li><li>Once the dough has risen, place it on a floured surface and punch it down 3-4 times. Allow it to stand for a few minutes while you get your toppings ready.</li><li>Moving back to the dough, roll and stretch it out into an oblong shape that is about 1/2 an inch thick. Place the dough on the oiled baking sheet, cover it with plastic wrap and let it stand for about 15 minutes.</li><li>Preheat your oven to 400 degrees F. After the dough has rested and youre ready to bake it, poke small wells all around the dough using your finger. Brush the surface of the dough with olive oil.</li><li>Evenly sprinkle on the dried oregano, green onion, tomato and garlic. Sprinkle with coarse salt, then grated Parmesan cheese.</li><li>Bake on the bottom rack for 20 minutes, checking it as it gets close to the end of the baking time.</li></ol>",8,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/643175.jpg,2026-03-14 23:11:17.425915+00,2026-03-14 23:11:17.579+00
643372,French Onion Salisbury Steak,"<ol><li>Directions:</li><li>Combine ground chuck, 1/4 cup parsley, scallions, salt, and pepper. Divide evenly into four portions and shape each into 1/4 to 1-inch thick oval patties. Place 2 tablespoons flour in a shallow dish; dredge each patty in flour. Reserve 1 teaspoon flour.</li><li>Heat oil in a saute pan over medium-high. Add patties and saute 3 minutes on each side, or until browned. Remove from pan.</li><li>Add onions and sugar to pan; saute 5 minutes. Stir in garlic and tomato paste; saute until paste begins to brown, 1 minute. Sprinkle mixture with reserved flour, cook 1 minute. Stir in broth, wine, salt, and thyme.</li><li>Return meat to pan; bring sauce to a boil. Reduce heat to medium-low, cover, and simmer 10 minutes.</li><li>Serve steaks on Cheese Toasts with onion sauce ladled over. Garnish with parsley and Parmesan.</li><li>Preheat oven to 400 degrees. Place bread on a baking sheet. Combine butter, garlic, and paprika; spread on one side of each slice of bread. Combine cheeses and sprinkle evenly over butter. Bake until bread is crisp and cheese is bubbly, 10-15 minutes.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/643372.jpg,2026-03-14 23:20:42.047725+00,2026-03-14 23:20:42.195+00
643422,"Fresh Quick ""Pickle"" Side Dish",<ol><li>Place cucumber spears in bowl or dish in which they can lie flat.</li><li>Nestle herb sprigs in with spears.</li><li>Sprinkle vinegar over spears.</li><li>Top with ice cubes and place in refrigerator for an hour before serving.</li></ol>,6,75,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/643422.jpg,2026-03-14 23:09:04.321527+00,2026-03-14 23:09:04.476+00
643514,Fresh Herb Omelette,"Stir your eggs together in a bowl with the pepper making sure to break the yolks.
Heat a pan to medium-high and pour enough olive oil to cover the bottom of the pan.
Pour your egg into the pan. Cook for 1-2 minutes or until the egg stops bubbling and begins to solidify.
Flip the egg over and heat the other side until it is cooked through.
Place on your plate. Add your toppings and enjoy!",1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/643514.jpg,2026-03-14 23:18:51.652561+00,2026-03-14 23:18:51.788+00
643524,Fresh Lumpia,"Lumpia is a traditional Filipino appetizer, not unlike eggrolls. Recipe
Saute garlic in oil until light brown. Add chicken and onion. Season with fish sauce. Remove from pan. Repeat the process with the shrimp, but stir-frying quickly and remove from pan immediately. Return the chicken-onion mixture to the pan, add in sequences, green bean, garbanzos, carrot, rutabagas, yam, cabbage, bean curd. Add a little stock and allow to simmer until the desired tenderness. Season with salt, fish sauce to your taste. Add the Chinese parsley last, just before removing from the pan.
To assemble the lumpia, you will need:Lumpia wrapper - commercially available Romaine or green or red or butter lettuce
Lumpia Sauce:Bring the water to a boil. Add the sugar to the boiling water and stir until dissolved. Remove 1/4 cup of the syrup, add the cornstarch, blend into a slurry and return to the pot. Remove from heat when thickened. Mix in garlic.
NOTE: lumpia; lumpia wrapper [LOOM-pee-ah] This Philippine version of the EGG ROLL consists of a lumpia wrapper (a thin ""skin"" made of flour or cornstarch, eggs and water) wrapped around a filling and fried. Sometimes a lettuce leaf is used to enfold the filling mixture, in which case lumpia is not fried. The filling can be made of chopped raw or cooked vegetables, meat or a combination of the two. Lumpia can be served as an appetizer or side dish.",1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/643524.jpg,2026-03-14 22:23:50.210703+00,2026-03-14 22:23:50.261+00
